我	22935
你	17335
佢	15475
嘅	12328
嘅	12328
呀	10372
呀	10372
咁	10164
咁	10164
都	8807
都	8807
都	8807
都	8807
都	8807
就	8186
就	8186
就	8186
呢	7882
呢	7882
係	7626
好	6342
好	6342
去	6064
唔	6029
個	5948
喺	5854
左	5842
左	5842
有	5643
同	5578
啦	5323
到	4851
到	4851
講	4550
咗	4416
要	3949
啲	3890
啲	3890
既	3838
話	3796
話	3796
可以	3568
呢個	3454
喇	3414
一個	3379
又	3322
又…又…	3322
會	3201
會	3201
會	3201
架	3161
架	3161
架	3161
真係	3122
唔係	3058
自己	3048
咩	3010
咩	3010
阿	2952
阿	2952
而家	2941
想	2919
想	
想	
黎	2896
黎	2896
㗎	2891
冇	2889
唔好	2861
唔好	2861
一	2827
一	2827
我哋	2704
之後	2668
之後	
做	2615
做	2615
做 -del-	2615
做-del-	2615
做	2615
做	2615
得	2496
得	2496
嘢	2467
嘢	2467
嘢	2467
嘢	2467
先	2450
先	2450
先	2450
先	2450
先	2450
嚟	2440
都係	2370
果	2318
果	2318
果 -del- 	2318
嘞	2303
嘞 -del-	2303
嘞 -del-	2303
人	2295
但	2260
但 -del-	2260
已經	2140
不過	2118
不過	2118
返	2081
搵	2051
搵-del-	2051
如果	2002
下	1949
下	1949
噉	1931
喎	1923
即-del?-	1912
即	1912
即-del-	1912
過	1911
過	1911
過	1911
過	1911
因為	1837
所以	1828
叫	1821
叫	1821
叫	
叫	
in -del-	1806
唔知	1798
就係	1772
就係	
住	1772
住	1762
住-del-	1762
好多	1732
再	1726
睇	1723
覺得	1710
覺得	
囉	1697
囉	1697
俾	1675
事	1636
事	1636
事-del- 	1636
點	1635
點	
點	
點-del-	1635
點	1635
點	1635
好似	1605
其實	1541
仲	1491
走	1485
走-del-	1485
走-del-	1485
走	1485
走	1485
走	1485
走-del-	1485
走	
啊	1480
啊	1480
唔會	
唔會	1478
唔會-del-	1478
幫	1477
幫	1477
幫	1477
應該	1467
點解	1436
見到	1424
見到	1424
吓	1421
公司	1408
屋企	1397
我地	1396
吖	1394
吖	1394
埋	1380
埋	1380
而	1377
而	1377
而	1377
而	1377
而	1377
但係	1372
對	1364
對	1364
對	1364
對	1364
對	1364
對	1364
對	1364
朋友	1334
個人	1325
度	1320
度	1320
度	1320
度	1320
諗	1315
咪	1315
咪	1315
咪	1315
大	1303
大	1303
大	1303
大	1303
知道	1300
以	1292
以	1292
以	1292
以	1292
以	1292
以	1292
將	1273
將	1273
將	1273
條	1270
條	1270
今日	1269
晒	1263
晒	1263
時候	1260
唔到	1256
幾	1245
幾	1245
幾	1245
幾	1245
出	1231
出	1231
出	1231
出	1231
出	1231
出	1231
問	1229
用	1228
無	1222
無	1222
無	1222
無	1222
無	1222
無	1222
喂	1210
畀	1203
畀	1203
緊	1201
緊	1201
緊	1201
緊	1201
正	1191
正	1191
正	1191
比	1188
比	1188
比	1188
比	1188
比	1188
比	1188
比	1188
食	1184
食	1184
食	1184
食	1184
食	1184
M	1154
成日	1153
行	1147
知	1135
電話	1129
香港	1125
大家	1124
間	1119
佢哋	1118
打	1118
一定	1112
聽	1082
係咪	1077
可能	1071
隻	1070
哥	1045
妳	1028
嘛	1019
樣	1009
未	1005
上	1002
問題	998
娜	995
件	993
阿爸	989
有啲	974
兩個	973
兩	970
佢地	959
喺度	955
D	935
乜	931
呢啲	928
時間	923
入面	914
嗰個	914
錢	912
嗰	904
邊	887
只係	876
都好	855
咁多	854
仔	842
完	838
見	837
啫	833
拎	820
咋	815
多	813
哦	810
為	798
阿媽	795
唔可以	787
等	786
唔使	782
有冇	778
開始	774
坐	769
番	766
買	762
由	747
一齊	744
最	735
聽到	732
乜嘢	730
仲有	724
向	721
野	710
張	702
鍾意	691
三	690
我係	688
天	686
入	686
嗱	682
之前	678
係呀	674
都會	673
或者	673
記得	669
一樣	669
請	664
其他	662
搞	661
連	660
太	657
玩	653
佢嘅	650
出嚟	650
油	647
雖然	646
畀我	646
亦都	638
即刻	637
邊個	636
成	627
薛	617
突然	616
今晚	615
㗎嘞	614
姐	610
我嘅	604
帶	598
落	597
今次	594
令	588
當	585
唔想	584
班	584
呢度	583
一次	583
快	583
你哋	581
份	575
你地	575
一陣	570
望住	567
系	564
開心	560
陣	560
小姐	559
你嘅	550
一直	548
蚊	546
怕	542
第一	540
睇下	540
頭先	540
起	533
有人	531
快啲	529
佑	523
原來	519
畀你	516
死	516
識	514
就算	512
做咩	512
生	512
開	510
上面	508
好好	508
